year,quantity,units,bgs_statistic_type_trans,bgs_commodity_trans,country_trans
1/1/1986,35638,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1986,30,kilograms,Imports,platinum group metals,Jordan
1/1/1986,0,tonnes (metric),Imports,potash,Jordan
1/1/1986,620,tonnes (metric),Imports,salt,Jordan
1/1/1986,535,kilograms,Imports,silver,Jordan
1/1/1986,399,tonnes (metric),Imports,talc,Jordan
1/1/1986,808,tonnes (metric),Imports,titanium,Jordan
1/1/1986,1128,tonnes (metric),Imports,zinc,Jordan
1/1/1986,130,tonnes (metric),Imports,lead,Jordan
1/1/1986,127528,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1987,471,tonnes (metric),Imports,talc,Jordan
1/1/1987,981,tonnes (metric),Imports,zinc,Jordan
1/1/1987,742,tonnes (metric),Imports,salt,Jordan
1/1/1987,20723,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1987,1922,tonnes (metric),Imports,titanium,Jordan
1/1/1987,168387,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1987,40,kilograms,Imports,platinum group metals,Jordan
1/1/1987,0,kilograms,Imports,silver,Jordan
1/1/1987,0,tonnes (metric),Imports,potash,Jordan
1/1/1987,5017,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1987,21000,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1987,2308,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1987,2947,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1987,110000,Carats,Imports,diamond,United Arab Emirates
1/1/1987,20,kilograms,Imports,silver,United Arab Emirates
1/1/1987,284000,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1987,12983,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1987,3997,tonnes (metric),Imports,"iron, steel and ferro-alloys",United Arab Emirates
1/1/1987,1042,kilograms,Imports,gold,Jordan
1/1/1987,11529,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1987,2701,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1987,2537871,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1987,5319,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1987,805,tonnes (metric),Imports,feldspar,Jordan
1/1/1987,16647,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1987,131856,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1987,3797,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1987,805,tonnes (metric),Imports,fluorspar,Jordan
1/1/1988,1256,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1988,1382,tonnes (metric),Imports,feldspar,Jordan
1/1/1988,169992,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1988,686,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1988,3304,kilograms,Imports,gold,Jordan
1/1/1988,2482403,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1988,3348,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1988,3883,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1988,22174,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1988,1382,tonnes (metric),Imports,fluorspar,Jordan
1/1/1988,692,tonnes (metric),Imports,zinc,Jordan
1/1/1988,395,tonnes (metric),Imports,talc,Jordan
1/1/1988,3424,tonnes (metric),Imports,potash,Jordan
1/1/1988,258,kilograms,Imports,silver,Jordan
1/1/1988,2203,tonnes (metric),Imports,titanium,Jordan
1/1/1988,267996,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1988,0,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1988,60000,Carats,Imports,diamond,United Arab Emirates
1/1/1988,2016,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1988,3684,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1988,16993,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1988,40,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1988,315000,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1988,10690,tonnes (metric),Imports,"iron, steel and ferro-alloys",United Arab Emirates
1/1/1988,1621,kilograms,Imports,silver,United Arab Emirates
1/1/1988,9197,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1989,320000,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1989,1887,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1989,1244,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1989,1527,kilograms,Imports,gold,Jordan
1/1/1989,549,tonnes (metric),Imports,fluorspar,Jordan
1/1/1989,14952,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1989,549,tonnes (metric),Imports,feldspar,Jordan
1/1/1989,2453260,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1989,136463,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1989,1402,tonnes (metric),Imports,titanium,Jordan
1/1/1989,3651,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1989,20820,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1989,283,kilograms,Imports,silver,Jordan
1/1/1989,1005,tonnes (metric),Imports,zinc,Jordan
1/1/1989,0,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1989,1074,tonnes (metric),Imports,talc,Jordan
1/1/1989,89249,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1990,1105,tonnes (metric),Imports,talc,Jordan
1/1/1990,300,tonnes (metric),Imports,potash,Jordan
1/1/1990,3588,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1990,22871,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1990,1449,tonnes (metric),Imports,titanium,Jordan
1/1/1990,1121,tonnes (metric),Imports,zinc,Jordan
1/1/1990,38410,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1990,62444,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1990,0,kilograms,Imports,silver,Jordan
1/1/1990,1627,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1990,8625,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1990,9167,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1990,7600,tonnes (metric),Imports,"iron, steel and ferro-alloys",United Arab Emirates
1/1/1990,300000,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1990,25986,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1990,20956,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1990,2681,kilograms,Imports,silver,United Arab Emirates
1/1/1990,80000,Carats,Imports,diamond,United Arab Emirates
1/1/1990,669,tonnes (metric),Imports,feldspar,Jordan
1/1/1990,9961,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1990,2688111,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1990,669,tonnes (metric),Imports,fluorspar,Jordan
1/1/1990,2524,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1990,185433,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1990,1201,kilograms,Imports,gold,Jordan
1/1/1990,,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1991,433,kilograms,Imports,gold,Jordan
1/1/1991,,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1991,4948,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1991,721,tonnes (metric),Imports,feldspar,Jordan
1/1/1991,189525,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1991,721,tonnes (metric),Imports,fluorspar,Jordan
1/1/1991,3221,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1991,2324092,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1991,590,tonnes (metric),Imports,potash,Jordan
1/1/1991,1968,tonnes (metric),Imports,titanium,Jordan
1/1/1991,31498,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1991,868,tonnes (metric),Imports,zinc,Jordan
1/1/1991,187,kilograms,Imports,silver,Jordan
1/1/1991,22720,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1991,4799,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1991,281154,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1991,940,tonnes (metric),Imports,talc,Jordan
1/1/1991,999,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1991,4277,kilograms,Imports,silver,United Arab Emirates
1/1/1991,6461,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1991,70000,Carats,Imports,diamond,United Arab Emirates
1/1/1991,425000,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1991,46389,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1991,23364,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1991,9498,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1991,2021,tonnes (metric),Imports,"iron, steel and ferro-alloys",United Arab Emirates
1/1/1992,379,kilograms,Imports,silver,United Arab Emirates
1/1/1992,14798,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1992,1188,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1992,34965,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1992,26352,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1992,11375,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1992,5673,tonnes (metric),Imports,"iron, steel and ferro-alloys",United Arab Emirates
1/1/1992,419282,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1992,2974858,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1992,535,kilograms,Imports,gold,Jordan
1/1/1992,257046,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1992,876,tonnes (metric),Imports,kaolin,Jordan
1/1/1992,3231,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1992,1009,tonnes (metric),Imports,fluorspar,Jordan
1/1/1992,5034,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1992,1009,tonnes (metric),Imports,feldspar,Jordan
1/1/1992,50884,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1992,23620,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1992,64811,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1992,2997,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1992,1685,tonnes (metric),Imports,talc,Jordan
1/1/1992,519,kilograms,Imports,silver,Jordan
1/1/1992,2674,tonnes (metric),Imports,titanium,Jordan
1/1/1992,1336,tonnes (metric),Imports,zinc,Jordan
1/1/1993,2958,tonnes (metric),Imports,titanium,Jordan
1/1/1993,6886,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1993,339285,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1993,23,kilograms,Imports,silver,Jordan
1/1/1993,40,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1993,2074,tonnes (metric),Imports,zinc,Jordan
1/1/1993,1731,tonnes (metric),Imports,talc,Jordan
1/1/1993,12913,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1993,3392,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1993,7979,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1993,19301,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1993,6100,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1993,41651,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1993,8803,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1993,305,tonnes (metric),Imports,fluorspar,Jordan
1/1/1993,1975,tonnes (metric),Imports,kaolin,Jordan
1/1/1993,164178,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1993,502,kilograms,Imports,gold,Jordan
1/1/1993,7826,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1993,2899533,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1993,305,tonnes (metric),Imports,feldspar,Jordan
1/1/1994,2977092,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1994,168837,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1994,185,tonnes (metric),Imports,feldspar,Jordan
1/1/1994,63,tonnes (metric),Imports,fluorspar,Jordan
1/1/1994,10234,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1994,1174,kilograms,Imports,gold,Jordan
1/1/1994,27,kilograms,Imports,silver,Jordan
1/1/1994,12118,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1994,7087,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1994,2061,tonnes (metric),Imports,talc,Jordan
1/1/1994,4082,tonnes (metric),Imports,titanium,Jordan
1/1/1994,4253,tonnes (metric),Imports,kaolin,Jordan
1/1/1994,1178,tonnes (metric),Imports,zinc,Jordan
1/1/1994,305911,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1994,10019,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1994,1727,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1994,25300,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1994,24606,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1994,6000,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1995,31907,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1995,6000,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1995,5380,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1995,29530,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1995,2196,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1995,9649,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1995,3162859,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1995,142,tonnes (metric),Imports,feldspar,Jordan
1/1/1995,210762,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1995,162,tonnes (metric),Imports,fluorspar,Jordan
1/1/1995,2550,kilograms,Imports,gold,Jordan
1/1/1995,1700,tonnes (metric),Imports,lead,Jordan
1/1/1995,301508,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1995,2205,tonnes (metric),Imports,zinc,Jordan
1/1/1995,5582,tonnes (metric),Imports,kaolin,Jordan
1/1/1995,311,kilograms,Imports,silver,Jordan
1/1/1995,2826,tonnes (metric),Imports,titanium,Jordan
1/1/1995,401,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1995,261,tonnes (metric),Imports,titanium,Jordan
1/1/1995,2025,tonnes (metric),Imports,talc,Jordan
1/1/1995,6250,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1995,12736,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1996,337365,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1996,348,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1996,3958,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1996,1396,tonnes (metric),Imports,zinc,Jordan
1/1/1996,4337,tonnes (metric),Imports,kaolin,Jordan
1/1/1996,300,tonnes (metric),Imports,titanium,Jordan
1/1/1996,17,kilograms,Imports,silver,Jordan
1/1/1996,2900,tonnes (metric),Imports,titanium,Jordan
1/1/1996,1603,tonnes (metric),Imports,talc,Jordan
1/1/1996,18646,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1996,15538,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1996,15484,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1996,59477,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1996,8187,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1996,533,tonnes (metric),Imports,feldspar,Jordan
1/1/1996,151,tonnes (metric),Imports,fluorspar,Jordan
1/1/1996,2143,kilograms,Imports,gold,Jordan
1/1/1996,9248,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1996,3272680,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1996,350369,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1996,3003,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1997,1661,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1997,3440862,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1997,160,tonnes (metric),Imports,feldspar,Jordan
1/1/1997,65000,Carats,Imports,diamond,Jordan
1/1/1997,200,tonnes (metric),Imports,fluorspar,Jordan
1/1/1997,8097,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1997,5675,kilograms,Imports,gold,Jordan
1/1/1997,259,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1997,252480,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1997,990,tonnes (metric),Imports,zinc,Jordan
1/1/1997,1976,tonnes (metric),Imports,talc,Jordan
1/1/1997,3487,tonnes (metric),Imports,titanium,Jordan
1/1/1997,54,tonnes (metric),Imports,rare earths,Jordan
1/1/1997,792,tonnes (metric),Imports,potash,Jordan
1/1/1997,25298,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1997,340266,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1997,1518,tonnes (metric),Imports,lead,Jordan
1/1/1997,4276,tonnes (metric),Imports,kaolin,Jordan
1/1/1997,6741,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1997,106,kilograms,Imports,silver,Jordan
1/1/1998,485,tonnes (metric),Imports,salt,Jordan
1/1/1998,8,tonnes (metric),Imports,rare earths,Jordan
1/1/1998,2000,tonnes (metric),Imports,potash,Jordan
1/1/1998,2496,tonnes (metric),Imports,lead,Jordan
1/1/1998,136,tonnes (metric),Imports,magnesite and magnesia,Jordan
1/1/1998,3776,tonnes (metric),Imports,titanium,Jordan
1/1/1998,6884,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1998,12042,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1998,403,kilograms,Imports,silver,Jordan
1/1/1998,1272,tonnes (metric),Imports,zinc,Jordan
1/1/1998,4486,tonnes (metric),Imports,kaolin,Jordan
1/1/1998,410723,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1998,2278,tonnes (metric),Imports,talc,Jordan
1/1/1998,20000,Carats,Imports,diamond,Jordan
1/1/1998,3574,kilograms,Imports,gold,Jordan
1/1/1998,3555855,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1998,758,tonnes (metric),Imports,bentonite and fuller's earth,Jordan
1/1/1998,610,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1998,299418,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1998,939,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1998,120,tonnes (metric),Imports,fluorspar,Jordan
1/1/1998,7085,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1998,209,tonnes (metric),Imports,feldspar,Jordan
1/1/1998,100,tonnes (metric),Imports,barytes,Jordan
1/1/1999,15000,Carats,Imports,diamond,Jordan
1/1/1999,3418,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1999,823,tonnes (metric),Imports,bentonite and fuller's earth,Jordan
1/1/1999,2845,kilograms,Imports,gold,Jordan
1/1/1999,1076,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1999,5,tonnes (metric),Imports,fluorspar,Jordan
1/1/1999,547,tonnes (metric),Imports,feldspar,Jordan
1/1/1999,332755,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1999,121,tonnes (metric),Imports,barytes,Jordan
1/1/1999,3497279,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1999,4858,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1999,797,tonnes (metric),Imports,salt,Jordan
1/1/1999,5000,Carats,Imports,diamond,Jordan
1/1/1999,799577,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1999,2447,tonnes (metric),Imports,lead,Jordan
1/1/1999,6926,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1999,3515,tonnes (metric),Imports,kaolin,Jordan
1/1/1999,393,tonnes (metric),Imports,magnesite and magnesia,Jordan
1/1/1999,1740,kilograms,Imports,silver,Jordan
1/1/1999,1256,tonnes (metric),Imports,potash,Jordan
1/1/1999,2210,tonnes (metric),Imports,talc,Jordan
1/1/1999,60,tonnes (metric),Imports,rare earths,Jordan
1/1/1999,36759,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1999,3,tonnes (metric),Imports,titanium,Jordan
1/1/1999,4615,tonnes (metric),Imports,titanium,Jordan
1/1/1999,1792,tonnes (metric),Imports,zinc,Jordan
1/1/2000,21053,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/2000,3939,tonnes (metric),Imports,potash,Jordan
1/1/2000,292,tonnes (metric),Imports,magnesite and magnesia,Jordan
1/1/2000,1899,tonnes (metric),Imports,lead,Jordan
1/1/2000,89,tonnes (metric),Imports,rare earths,Jordan
1/1/2000,1249,tonnes (metric),Imports,zinc,Jordan
1/1/2000,,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/2000,248,kilograms,Imports,silver,Jordan
1/1/2000,5003,tonnes (metric),Imports,kaolin,Jordan
1/1/2000,30000,Carats,Imports,diamond,Jordan
1/1/2000,3588,tonnes (metric),Imports,titanium,Jordan
1/1/2000,1044,tonnes (metric),Imports,salt,Jordan
1/1/2000,1877,tonnes (metric),Imports,talc,Jordan
1/1/2000,533003,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/2000,10719,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/2000,5000,Carats,Imports,diamond,Jordan
1/1/2000,8535,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/2000,940,tonnes (metric),Imports,feldspar,Jordan
1/1/2000,1267,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/2000,295651,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/2000,3654,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/2000,822,tonnes (metric),Imports,bentonite and fuller's earth,Jordan
1/1/2000,55000,Carats,Imports,diamond,Jordan
1/1/2000,2640,kilograms,Imports,gold,Jordan
1/1/2000,126,tonnes (metric),Imports,barytes,Jordan
1/1/2000,121,tonnes (metric),Imports,fluorspar,Jordan
1/1/2000,3763383,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/2000,25000,Carats,Imports,diamond,Jordan
1/1/2001,923,tonnes (metric),Imports,bentonite and fuller's earth,Jordan
1/1/2001,5762,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/2001,221,tonnes (metric),Imports,barytes,Jordan
1/1/2001,979,tonnes (metric),Imports,feldspar,Jordan
1/1/2001,399859,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/2001,1644,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/2001,24,tonnes (metric),Imports,fluorspar,Jordan
1/1/2001,3875111,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/2001,1968,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/2001,55000,Carats,Imports,diamond,Jordan
1/1/2001,4281,kilograms,Imports,gold,Jordan
1/1/2001,25000,Carats,Imports,diamond,Jordan
1/1/2001,,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/2001,4365,tonnes (metric),Imports,titanium,Jordan
1/1/2001,221,tonnes (metric),Imports,barytes,Jordan
1/1/2001,2762,tonnes (metric),Imports,zinc,Jordan
1/1/2001,0,Carats,Imports,diamond,Jordan
1/1/2001,839,tonnes (metric),Imports,salt,Jordan
1/1/2001,39,tonnes (metric),Imports,rare earths,Jordan
1/1/2001,2339,tonnes (metric),Imports,talc,Jordan
1/1/2001,24907,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/2001,25000,Carats,Imports,diamond,Jordan
1/1/2001,399973,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/2001,894,tonnes (metric),Imports,potash,Jordan
1/1/2001,1637,tonnes (metric),Imports,lead,Jordan
1/1/2001,223,tonnes (metric),Imports,magnesite and magnesia,Jordan
1/1/2001,13685,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/2001,4760,tonnes (metric),Imports,kaolin,Jordan
1/1/2001,462,kilograms,Imports,silver,Jordan
1/1/2002,76,tonnes (metric),Imports,rare earths,Jordan
1/1/2002,5479,tonnes (metric),Imports,titanium,Jordan
1/1/2002,622001,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/2002,13935,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/2002,4822,tonnes (metric),Imports,kaolin,Jordan
1/1/2002,1987,tonnes (metric),Imports,zinc,Jordan
1/1/2002,0,Carats,Imports,diamond,Jordan
1/1/2002,0,kilograms,Imports,silver,Jordan
1/1/2002,1223,tonnes (metric),Imports,lead,Jordan
1/1/2002,1752,tonnes (metric),Imports,salt,Jordan
1/1/2002,2176,tonnes (metric),Imports,talc,Jordan
1/1/2002,,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/2002,4951,tonnes (metric),Imports,titanium,Jordan
1/1/2002,15206,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/2002,195,tonnes (metric),Imports,magnesite and magnesia,Jordan
1/1/2002,1999,tonnes (metric),Imports,potash,Jordan
1/1/2002,15000,Carats,Imports,diamond,Jordan
1/1/2002,1245,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/2002,1671,tonnes (metric),Imports,bentonite and fuller's earth,Jordan
1/1/2002,5705,kilograms,Imports,gold,Jordan
1/1/2002,196,tonnes (metric),Imports,barytes,Jordan
1/1/2002,915,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/2002,3869005,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/2002,278479,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/2002,15206,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/2002,25000,Carats,Imports,diamond,Jordan
1/1/2002,354,tonnes (metric),Imports,fluorspar,Jordan
1/1/2002,1261,tonnes (metric),Imports,feldspar,Jordan
1/1/2002,0,Carats,Imports,diamond,Jordan
