year,quantity,units,bgs_statistic_type_trans,bgs_commodity_trans,country_trans
1/1/1989,5758,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1989,2134,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1989,45728,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1989,5102,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1989,,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1989,,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1989,6683,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1989,15733,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1989,106,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1989,165000,Carats,Imports,diamond,Saudi Arabia
1/1/1989,214534,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1989,105000,Carats,Imports,diamond,Saudi Arabia
1/1/1989,4785,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1989,4722,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1989,3922,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1990,4829,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1990,106,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1990,50716,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1990,182905,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1990,85000,Carats,Imports,diamond,Saudi Arabia
1/1/1990,1190,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1990,85000,Carats,Imports,diamond,Saudi Arabia
1/1/1990,,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1990,128603,kilograms,Imports,gold,Saudi Arabia
1/1/1990,45249,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1990,2005,tonnes (metric),Imports,"asbestos, unmanufactured",Saudi Arabia
1/1/1990,393,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1990,6662,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1990,5737,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1990,43,tonnes (metric),Imports,rare earths,Saudi Arabia
1/1/1990,4829,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1990,281,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1990,22273,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1990,11569,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1990,393,tonnes (metric),Imports,fluorspar,Saudi Arabia
1/1/1990,3878,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1990,4687,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1990,51876,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1990,4280,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1990,312970,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1990,50585,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1990,1467556,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1990,4835,kilograms,Imports,silver,Saudi Arabia
1/1/1990,139615,kilograms,Imports,mercury,Saudi Arabia
1/1/1990,5227,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1990,16739,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1990,7125,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1991,701,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1991,0,tonnes (metric),Imports,fluorspar,Saudi Arabia
1/1/1991,118509,kilograms,Imports,gold,Saudi Arabia
1/1/1991,49841,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1991,1093554,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1991,18748,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1991,19730,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1991,488290,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1991,4092,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1991,98385,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1991,,kilograms,Imports,mercury,Saudi Arabia
1/1/1991,2433,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1991,10649,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1991,27371,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1991,488,tonnes (metric),Imports,rare earths,Saudi Arabia
1/1/1991,12662,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1991,4911,kilograms,Imports,silver,Saudi Arabia
1/1/1991,5752,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1991,7977,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1991,27540,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1991,1599,tonnes (metric),Imports,"asbestos, unmanufactured",Saudi Arabia
1/1/1991,9123,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1991,3519,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1991,158,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1991,16196,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1991,51335,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1991,30000,Carats,Imports,diamond,Saudi Arabia
1/1/1991,2674,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1991,50000,Carats,Imports,diamond,Saudi Arabia
1/1/1991,256,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1991,3519,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1991,126428,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1992,1693,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1992,28288,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1992,510000,Carats,Imports,diamond,Saudi Arabia
1/1/1992,57962,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1992,52,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1992,71772,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1992,13021,kilograms,Imports,gold,Saudi Arabia
1/1/1992,5052,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1992,1039,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1992,6458,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1992,43531,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1992,51423,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1992,928,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1992,6456,kilograms,Imports,silver,Saudi Arabia
1/1/1992,30143,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1992,18509,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1992,26090,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1992,59909,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1992,2293,tonnes (metric),Imports,"asbestos, unmanufactured",Saudi Arabia
1/1/1992,31103,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1992,3857,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1992,6385,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1992,2170393,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1992,928,tonnes (metric),Imports,fluorspar,Saudi Arabia
1/1/1992,10148,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1992,22309,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1992,28739,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1992,9020,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1993,11779,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1993,48247,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1993,4012,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1993,43770,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1993,62932,kilograms,Imports,gold,Saudi Arabia
1/1/1993,54670,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1993,11284,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1993,6618,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1993,1051,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1993,43000,Carats,Imports,diamond,Saudi Arabia
1/1/1993,6036,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1993,4526,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1993,4453,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1993,4707,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1993,4637,kilograms,Imports,silver,Saudi Arabia
1/1/1993,851527,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1993,540,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1993,26378,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1993,3618,tonnes (metric),Imports,"asbestos, unmanufactured",Saudi Arabia
1/1/1993,33463,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1993,7965,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1993,2760377,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1993,50048,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1993,58443,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1993,254,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1993,2881,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/1993,117655,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1993,2122,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1993,5287,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1994,15722,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/1994,88749,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1994,19,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1994,111477,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1994,876,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1994,670,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1994,8132,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1994,3117,kilograms,Imports,silver,Saudi Arabia
1/1/1994,24139,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1994,178860,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1994,9749,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1994,3881,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1994,3268188,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1994,39290,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1994,20190,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1994,3435,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1994,800,tonnes (metric),Imports,graphite,Saudi Arabia
1/1/1994,2667,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1994,37055,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1994,50405,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1994,1035,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1994,59426,kilograms,Imports,gold,Saudi Arabia
1/1/1994,2382,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1994,1468,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1994,11253,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1994,1687,tonnes (metric),Imports,"asbestos, unmanufactured",Saudi Arabia
1/1/1994,1141,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1994,60690,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1994,10917,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1994,5981,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1995,35721,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1995,4861,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1995,20565,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1995,10657,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1995,12589,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1995,2863970,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1995,306,tonnes (metric),Imports,"asbestos, unmanufactured",Saudi Arabia
1/1/1995,2665,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1995,6908,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1995,1671,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1995,42,tonnes (metric),Imports,tin,Saudi Arabia
1/1/1995,4102,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1995,289889,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1995,4362,kilograms,Imports,silver,Saudi Arabia
1/1/1995,27626,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1995,25955,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1995,122414,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1995,1220,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1995,209,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1995,2967,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1995,1346,tonnes (metric),Imports,graphite,Saudi Arabia
1/1/1995,3998,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1995,151905,kilograms,Imports,gold,Saudi Arabia
1/1/1995,4612,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1995,13522,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/1995,85072,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1995,537,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1995,938,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1995,259510,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1995,30734,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1996,972,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1996,298071,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1996,18099,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/1996,142,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1996,67597,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1996,585,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1996,44848,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1996,5563,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1996,260,tonnes (metric),Imports,lead,Saudi Arabia
1/1/1996,196330,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1996,48586,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1996,4282,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1996,2552569,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1996,36214,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1996,6077,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1996,943,tonnes (metric),Imports,graphite,Saudi Arabia
1/1/1996,11231,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1996,88626,kilograms,Imports,gold,Saudi Arabia
1/1/1996,12424,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1996,877,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1996,10620,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1996,19505,kilograms,Imports,silver,Saudi Arabia
1/1/1996,7100,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1996,62,tonnes (metric),Imports,tin,Saudi Arabia
1/1/1996,2579,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1996,69311,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1996,11628,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1996,7500,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1996,1075,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1996,5024,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1997,7214,kilograms,Imports,silver,Saudi Arabia
1/1/1997,4378,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1997,951,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1997,1386,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1997,6514,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1997,194416,kilograms,Imports,gold,Saudi Arabia
1/1/1997,9152,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1997,340,tonnes (metric),Imports,zirconium,Saudi Arabia
1/1/1997,10112,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1997,11893,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1997,1773,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1997,62,tonnes (metric),Imports,tin,Saudi Arabia
1/1/1997,4906,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1997,5571,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1997,1598,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1997,37004,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1997,149110,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1997,1000,tonnes (metric),Imports,lead,Saudi Arabia
1/1/1997,8459,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1997,11530,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1997,105695,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1997,6324,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1997,2360040,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1997,664,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1997,39002,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1997,4030,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1997,0,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1997,9691,tonnes (metric),Imports,sulphur and pyrites,Saudi Arabia
1/1/1997,1410,tonnes (metric),Imports,graphite,Saudi Arabia
1/1/1997,7153,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1997,34645,tonnes (metric),Imports,coal,Saudi Arabia
1/1/1997,59888,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1997,38679,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1997,192,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1997,267590,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1997,10954,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1997,17493,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/1998,148263,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1998,26727,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/1998,3249,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1998,74,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1998,77756,tonnes (metric),Imports,copper,Saudi Arabia
1/1/1998,1414,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1998,470,tonnes (metric),Imports,sillimanite minerals,Saudi Arabia
1/1/1998,2814,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1998,18194,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1998,50157,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1998,1001,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1998,0,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1998,13792,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1998,280,tonnes (metric),Imports,zirconium,Saudi Arabia
1/1/1998,8266,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1998,3249,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1998,6500,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1998,167410,kilograms,Imports,gold,Saudi Arabia
1/1/1998,1123,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1998,7727,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1998,3821,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1998,30612,tonnes (metric),Imports,coal,Saudi Arabia
1/1/1998,843,tonnes (metric),Imports,graphite,Saudi Arabia
1/1/1998,6330,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1998,778,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1998,32133,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1998,2800886,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1998,1473,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1998,2837,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1998,93219,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1998,23853,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1998,321101,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1998,4790,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1998,46486,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1998,1710,tonnes (metric),Imports,magnesite and magnesia,Saudi Arabia
1/1/1998,1390,tonnes (metric),Imports,lead,Saudi Arabia
1/1/1998,2067,kilograms,Imports,silver,Saudi Arabia
1/1/1998,0,tonnes (metric),Imports,sulphur and pyrites,Saudi Arabia
1/1/1998,5285,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1998,51,tonnes (metric),Imports,tin,Saudi Arabia
1/1/1999,1284,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/1999,3791,tonnes (metric),Imports,lead,Saudi Arabia
1/1/1999,85253,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1999,9497,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1999,2346,tonnes (metric),Imports,sulphur and pyrites,Saudi Arabia
1/1/1999,33904,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/1999,3081,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1999,9156,tonnes (metric),Imports,talc,Saudi Arabia
1/1/1999,38618,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1999,3046235,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/1999,4655,kilograms,Imports,silver,Saudi Arabia
1/1/1999,5529,tonnes (metric),Imports,graphite,Saudi Arabia
1/1/1999,36920,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1999,780,tonnes (metric),Imports,zirconium,Saudi Arabia
1/1/1999,9159,tonnes (metric),Imports,potash,Saudi Arabia
1/1/1999,370,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/1999,14187,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/1999,96906,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1999,904,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1999,24338,tonnes (metric),Imports,coal,Saudi Arabia
1/1/1999,207,tonnes (metric),Imports,tin,Saudi Arabia
1/1/1999,1597,tonnes (metric),Imports,mica,Saudi Arabia
1/1/1999,6513,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/1999,17119,tonnes (metric),Imports,salt,Saudi Arabia
1/1/1999,148796,kilograms,Imports,gold,Saudi Arabia
1/1/1999,5372,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/1999,108426,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1999,1284,tonnes (metric),Imports,sillimanite minerals,Saudi Arabia
1/1/1999,202008,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1999,1007,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/1999,599,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1999,115806,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/1999,12124,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1999,23198,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/1999,166125,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1999,1666,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/1999,38618,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/1999,49198,tonnes (metric),Imports,copper,Saudi Arabia
1/1/2000,10510,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/2000,52770,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/2000,29253,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/2000,287,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/2000,79549,tonnes (metric),Imports,copper,Saudi Arabia
1/1/2000,3355,tonnes (metric),Imports,lead,Saudi Arabia
1/1/2000,12671,tonnes (metric),Imports,graphite,Saudi Arabia
1/1/2000,399,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2000,2465,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/2000,3169,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/2000,151123,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/2000,190,tonnes (metric),Imports,tin,Saudi Arabia
1/1/2000,35889,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2000,6000,kilograms,Imports,silver,Saudi Arabia
1/1/2000,2919767,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/2000,5899,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2000,1656,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2000,30090,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/2000,44,tonnes (metric),Imports,sulphur and pyrites,Saudi Arabia
1/1/2000,167115,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/2000,6514,tonnes (metric),Imports,talc,Saudi Arabia
1/1/2000,50063,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2000,6148,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/2000,16974,tonnes (metric),Imports,salt,Saudi Arabia
1/1/2000,185,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/2000,49136,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2000,9218,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/2000,19775,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/2000,24514,tonnes (metric),Imports,potash,Saudi Arabia
1/1/2000,508,tonnes (metric),Imports,zirconium,Saudi Arabia
1/1/2000,7822,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/2000,180854,kilograms,Imports,gold,Saudi Arabia
